ID,Image1,Image2,Type
3084,69__M_Left_thumb_finger.BMP,69__M_Right_index_finger.BMP,1
3085,69__M_Right_thumb_finger.BMP,69__M_Left_middle_finger.BMP,1
3086,69__M_Right_thumb_finger.BMP,69__M_Right_middle_finger.BMP,1
3087,69__M_Right_thumb_finger.BMP,69__M_Left_little_finger.BMP,1
3088,69__M_Right_thumb_finger.BMP,69__M_Right_little_finger.BMP,1
3089,69__M_Right_thumb_finger.BMP,69__M_Left_index_finger.BMP,1
3090,69__M_Right_thumb_finger.BMP,69__M_Right_index_finger.BMP,1
3091,69__M_Left_middle_finger.BMP,69__M_Right_middle_finger.BMP,1
3092,69__M_Left_middle_finger.BMP,69__M_Left_little_finger.BMP,1
3093,69__M_Left_middle_finger.BMP,69__M_Right_little_finger.BMP,1
3094,69__M_Left_middle_finger.BMP,69__M_Left_index_finger.BMP,1
3095,69__M_Left_middle_finger.BMP,69__M_Right_index_finger.BMP,1
3096,69__M_Right_middle_finger.BMP,69__M_Left_little_finger.BMP,1
3097,69__M_Right_middle_finger.BMP,69__M_Right_little_finger.BMP,1
3098,69__M_Right_middle_finger.BMP,69__M_Left_index_finger.BMP,1
3099,69__M_Right_middle_finger.BMP,69__M_Right_index_finger.BMP,1
3100,69__M_Left_little_finger.BMP,69__M_Right_little_finger.BMP,1
3101,69__M_Left_little_finger.BMP,69__M_Left_index_finger.BMP,1
3102,69__M_Left_little_finger.BMP,69__M_Right_index_finger.BMP,1
3103,69__M_Right_little_finger.BMP,69__M_Left_index_finger.BMP,1
3104,69__M_Right_little_finger.BMP,69__M_Right_index_finger.BMP,1
3105,69__M_Left_index_finger.BMP,69__M_Right_index_finger.BMP,1
3106,70__M_Left_ring_finger.BMP,70__M_Right_ring_finger.BMP,1
3107,70__M_Left_ring_finger.BMP,70__M_Left_thumb_finger.BMP,1
3108,70__M_Left_ring_finger.BMP,70__M_Right_thumb_finger.BMP,1
3109,70__M_Left_ring_finger.BMP,70__M_Left_middle_finger.BMP,1
3110,70__M_Left_ring_finger.BMP,70__M_Right_middle_finger.BMP,1
3111,70__M_Left_ring_finger.BMP,70__M_Left_little_finger.BMP,1
3112,70__M_Left_ring_finger.BMP,70__M_Right_little_finger.BMP,1
3113,70__M_Left_ring_finger.BMP,70__M_Left_index_finger.BMP,1
3114,70__M_Left_ring_finger.BMP,70__M_Right_index_finger.BMP,1
3115,70__M_Right_ring_finger.BMP,70__M_Left_thumb_finger.BMP,1
3116,70__M_Right_ring_finger.BMP,70__M_Right_thumb_finger.BMP,1
3117,70__M_Right_ring_finger.BMP,70__M_Left_middle_finger.BMP,1
3118,70__M_Right_ring_finger.BMP,70__M_Right_middle_finger.BMP,1
3119,70__M_Right_ring_finger.BMP,70__M_Left_little_finger.BMP,1
3120,70__M_Right_ring_finger.BMP,70__M_Right_little_finger.BMP,1
3121,70__M_Right_ring_finger.BMP,70__M_Left_index_finger.BMP,1
3122,70__M_Right_ring_finger.BMP,70__M_Right_index_finger.BMP,1
3123,70__M_Left_thumb_finger.BMP,70__M_Right_thumb_finger.BMP,1
3124,70__M_Left_thumb_finger.BMP,70__M_Left_middle_finger.BMP,1
3125,70__M_Left_thumb_finger.BMP,70__M_Right_middle_finger.BMP,1
3126,70__M_Left_thumb_finger.BMP,70__M_Left_little_finger.BMP,1
3127,70__M_Left_thumb_finger.BMP,70__M_Right_little_finger.BMP,1
3128,70__M_Left_thumb_finger.BMP,70__M_Left_index_finger.BMP,1
3129,70__M_Left_thumb_finger.BMP,70__M_Right_index_finger.BMP,1
3130,70__M_Right_thumb_finger.BMP,70__M_Left_middle_finger.BMP,1
3131,70__M_Right_thumb_finger.BMP,70__M_Right_middle_finger.BMP,1
3132,70__M_Right_thumb_finger.BMP,70__M_Left_little_finger.BMP,1
3133,70__M_Right_thumb_finger.BMP,70__M_Right_little_finger.BMP,1
3134,70__M_Right_thumb_finger.BMP,70__M_Left_index_finger.BMP,1
3135,70__M_Right_thumb_finger.BMP,70__M_Right_index_finger.BMP,1
3136,70__M_Left_middle_finger.BMP,70__M_Right_middle_finger.BMP,1
3137,70__M_Left_middle_finger.BMP,70__M_Left_little_finger.BMP,1
3138,70__M_Left_middle_finger.BMP,70__M_Right_little_finger.BMP,1
3139,70__M_Left_middle_finger.BMP,70__M_Left_index_finger.BMP,1
3140,70__M_Left_middle_finger.BMP,70__M_Right_index_finger.BMP,1
3141,70__M_Right_middle_finger.BMP,70__M_Left_little_finger.BMP,1
3142,70__M_Right_middle_finger.BMP,70__M_Right_little_finger.BMP,1
3143,70__M_Right_middle_finger.BMP,70__M_Left_index_finger.BMP,1
3144,70__M_Right_middle_finger.BMP,70__M_Right_index_finger.BMP,1
3145,70__M_Left_little_finger.BMP,70__M_Right_little_finger.BMP,1
3146,70__M_Left_little_finger.BMP,70__M_Left_index_finger.BMP,1
3147,70__M_Left_little_finger.BMP,70__M_Right_index_finger.BMP,1
3148,70__M_Right_little_finger.BMP,70__M_Left_index_finger.BMP,1
3149,70__M_Right_little_finger.BMP,70__M_Right_index_finger.BMP,1
3150,70__M_Left_index_finger.BMP,70__M_Right_index_finger.BMP,1
3151,71__M_Left_ring_finger.BMP,71__M_Right_ring_finger.BMP,1
3152,71__M_Left_ring_finger.BMP,71__M_Left_thumb_finger.BMP,1
3153,71__M_Left_ring_finger.BMP,71__M_Right_thumb_finger.BMP,1
3154,71__M_Left_ring_finger.BMP,71__M_Left_middle_finger.BMP,1
3155,71__M_Left_ring_finger.BMP,71__M_Right_middle_finger.BMP,1
3156,71__M_Left_ring_finger.BMP,71__M_Left_little_finger.BMP,1
3157,71__M_Left_ring_finger.BMP,71__M_Right_little_finger.BMP,1
3158,71__M_Left_ring_finger.BMP,71__M_Left_index_finger.BMP,1
3159,71__M_Left_ring_finger.BMP,71__M_Right_index_finger.BMP,1
3160,71__M_Right_ring_finger.BMP,71__M_Left_thumb_finger.BMP,1
3161,71__M_Right_ring_finger.BMP,71__M_Right_thumb_finger.BMP,1
3162,71__M_Right_ring_finger.BMP,71__M_Left_middle_finger.BMP,1
3163,71__M_Right_ring_finger.BMP,71__M_Right_middle_finger.BMP,1
3164,71__M_Right_ring_finger.BMP,71__M_Left_little_finger.BMP,1
3165,71__M_Right_ring_finger.BMP,71__M_Right_little_finger.BMP,1
3166,71__M_Right_ring_finger.BMP,71__M_Left_index_finger.BMP,1
3167,71__M_Right_ring_finger.BMP,71__M_Right_index_finger.BMP,1
3168,71__M_Left_thumb_finger.BMP,71__M_Right_thumb_finger.BMP,1
3169,71__M_Left_thumb_finger.BMP,71__M_Left_middle_finger.BMP,1
3170,71__M_Left_thumb_finger.BMP,71__M_Right_middle_finger.BMP,1
3171,71__M_Left_thumb_finger.BMP,71__M_Left_little_finger.BMP,1
3172,71__M_Left_thumb_finger.BMP,71__M_Right_little_finger.BMP,1
3173,71__M_Left_thumb_finger.BMP,71__M_Left_index_finger.BMP,1
3174,71__M_Left_thumb_finger.BMP,71__M_Right_index_finger.BMP,1
3175,71__M_Right_thumb_finger.BMP,71__M_Left_middle_finger.BMP,1
3176,71__M_Right_thumb_finger.BMP,71__M_Right_middle_finger.BMP,1
3177,71__M_Right_thumb_finger.BMP,71__M_Left_little_finger.BMP,1
3178,71__M_Right_thumb_finger.BMP,71__M_Right_little_finger.BMP,1
3179,71__M_Right_thumb_finger.BMP,71__M_Left_index_finger.BMP,1
3180,71__M_Right_thumb_finger.BMP,71__M_Right_index_finger.BMP,1
3181,71__M_Left_middle_finger.BMP,71__M_Right_middle_finger.BMP,1
3182,71__M_Left_middle_finger.BMP,71__M_Left_little_finger.BMP,1
3183,71__M_Left_middle_finger.BMP,71__M_Right_little_finger.BMP,1
3184,71__M_Left_middle_finger.BMP,71__M_Left_index_finger.BMP,1
3185,71__M_Left_middle_finger.BMP,71__M_Right_index_finger.BMP,1
3186,71__M_Right_middle_finger.BMP,71__M_Left_little_finger.BMP,1
3187,71__M_Right_middle_finger.BMP,71__M_Right_little_finger.BMP,1
3188,71__M_Right_middle_finger.BMP,71__M_Left_index_finger.BMP,1
3189,71__M_Right_middle_finger.BMP,71__M_Right_index_finger.BMP,1
3190,71__M_Left_little_finger.BMP,71__M_Right_little_finger.BMP,1
3191,71__M_Left_little_finger.BMP,71__M_Left_index_finger.BMP,1
3192,71__M_Left_little_finger.BMP,71__M_Right_index_finger.BMP,1
3193,71__M_Right_little_finger.BMP,71__M_Left_index_finger.BMP,1
3194,71__M_Right_little_finger.BMP,71__M_Right_index_finger.BMP,1
3195,71__M_Left_index_finger.BMP,71__M_Right_index_finger.BMP,1
3196,72__M_Left_ring_finger.BMP,72__M_Right_ring_finger.BMP,1
3197,72__M_Left_ring_finger.BMP,72__M_Left_thumb_finger.BMP,1
3198,72__M_Left_ring_finger.BMP,72__M_Right_thumb_finger.BMP,1
3199,72__M_Left_ring_finger.BMP,72__M_Left_middle_finger.BMP,1
3200,72__M_Left_ring_finger.BMP,72__M_Right_middle_finger.BMP,1
3201,72__M_Left_ring_finger.BMP,72__M_Left_little_finger.BMP,1
3202,72__M_Left_ring_finger.BMP,72__M_Right_little_finger.BMP,1
3203,72__M_Left_ring_finger.BMP,72__M_Left_index_finger.BMP,1
3204,72__M_Left_ring_finger.BMP,72__M_Right_index_finger.BMP,1
3205,72__M_Right_ring_finger.BMP,72__M_Left_thumb_finger.BMP,1
3206,72__M_Right_ring_finger.BMP,72__M_Right_thumb_finger.BMP,1
3207,72__M_Right_ring_finger.BMP,72__M_Left_middle_finger.BMP,1
3208,72__M_Right_ring_finger.BMP,72__M_Right_middle_finger.BMP,1
3209,72__M_Right_ring_finger.BMP,72__M_Left_little_finger.BMP,1
3210,72__M_Right_ring_finger.BMP,72__M_Right_little_finger.BMP,1
3211,72__M_Right_ring_finger.BMP,72__M_Left_index_finger.BMP,1
3212,72__M_Right_ring_finger.BMP,72__M_Right_index_finger.BMP,1
3213,72__M_Left_thumb_finger.BMP,72__M_Right_thumb_finger.BMP,1
3214,72__M_Left_thumb_finger.BMP,72__M_Left_middle_finger.BMP,1
3215,72__M_Left_thumb_finger.BMP,72__M_Right_middle_finger.BMP,1
3216,72__M_Left_thumb_finger.BMP,72__M_Left_little_finger.BMP,1
3217,72__M_Left_thumb_finger.BMP,72__M_Right_little_finger.BMP,1
3218,72__M_Left_thumb_finger.BMP,72__M_Left_index_finger.BMP,1
3219,72__M_Left_thumb_finger.BMP,72__M_Right_index_finger.BMP,1
3220,72__M_Right_thumb_finger.BMP,72__M_Left_middle_finger.BMP,1
3221,72__M_Right_thumb_finger.BMP,72__M_Right_middle_finger.BMP,1
3222,72__M_Right_thumb_finger.BMP,72__M_Left_little_finger.BMP,1
3223,72__M_Right_thumb_finger.BMP,72__M_Right_little_finger.BMP,1
3224,72__M_Right_thumb_finger.BMP,72__M_Left_index_finger.BMP,1
3225,72__M_Right_thumb_finger.BMP,72__M_Right_index_finger.BMP,1
3226,72__M_Left_middle_finger.BMP,72__M_Right_middle_finger.BMP,1
3227,72__M_Left_middle_finger.BMP,72__M_Left_little_finger.BMP,1
3228,72__M_Left_middle_finger.BMP,72__M_Right_little_finger.BMP,1
3229,72__M_Left_middle_finger.BMP,72__M_Left_index_finger.BMP,1
3230,72__M_Left_middle_finger.BMP,72__M_Right_index_finger.BMP,1
3231,72__M_Right_middle_finger.BMP,72__M_Left_little_finger.BMP,1
3232,72__M_Right_middle_finger.BMP,72__M_Right_little_finger.BMP,1
3233,72__M_Right_middle_finger.BMP,72__M_Left_index_finger.BMP,1
3234,72__M_Right_middle_finger.BMP,72__M_Right_index_finger.BMP,1
3235,72__M_Left_little_finger.BMP,72__M_Right_little_finger.BMP,1
3236,72__M_Left_little_finger.BMP,72__M_Left_index_finger.BMP,1
3237,72__M_Left_little_finger.BMP,72__M_Right_index_finger.BMP,1
3238,72__M_Right_little_finger.BMP,72__M_Left_index_finger.BMP,1
3239,72__M_Right_little_finger.BMP,72__M_Right_index_finger.BMP,1
3240,72__M_Left_index_finger.BMP,72__M_Right_index_finger.BMP,1
3241,73__M_Left_ring_finger.BMP,73__M_Right_ring_finger.BMP,1
3242,73__M_Left_ring_finger.BMP,73__M_Left_thumb_finger.BMP,1
3243,73__M_Left_ring_finger.BMP,73__M_Right_thumb_finger.BMP,1
3244,73__M_Left_ring_finger.BMP,73__M_Left_middle_finger.BMP,1
3245,73__M_Left_ring_finger.BMP,73__M_Right_middle_finger.BMP,1
3246,73__M_Left_ring_finger.BMP,73__M_Left_little_finger.BMP,1
3247,73__M_Left_ring_finger.BMP,73__M_Right_little_finger.BMP,1
3248,73__M_Left_ring_finger.BMP,73__M_Left_index_finger.BMP,1
3249,73__M_Left_ring_finger.BMP,73__M_Right_index_finger.BMP,1
3250,73__M_Right_ring_finger.BMP,73__M_Left_thumb_finger.BMP,1
3251,73__M_Right_ring_finger.BMP,73__M_Right_thumb_finger.BMP,1
3252,73__M_Right_ring_finger.BMP,73__M_Left_middle_finger.BMP,1
3253,73__M_Right_ring_finger.BMP,73__M_Right_middle_finger.BMP,1
3254,73__M_Right_ring_finger.BMP,73__M_Left_little_finger.BMP,1
3255,73__M_Right_ring_finger.BMP,73__M_Right_little_finger.BMP,1
3256,73__M_Right_ring_finger.BMP,73__M_Left_index_finger.BMP,1
3257,73__M_Right_ring_finger.BMP,73__M_Right_index_finger.BMP,1
3258,73__M_Left_thumb_finger.BMP,73__M_Right_thumb_finger.BMP,1
3259,73__M_Left_thumb_finger.BMP,73__M_Left_middle_finger.BMP,1
3260,73__M_Left_thumb_finger.BMP,73__M_Right_middle_finger.BMP,1
3261,73__M_Left_thumb_finger.BMP,73__M_Left_little_finger.BMP,1
3262,73__M_Left_thumb_finger.BMP,73__M_Right_little_finger.BMP,1
3263,73__M_Left_thumb_finger.BMP,73__M_Left_index_finger.BMP,1
3264,73__M_Left_thumb_finger.BMP,73__M_Right_index_finger.BMP,1
3265,73__M_Right_thumb_finger.BMP,73__M_Left_middle_finger.BMP,1
3266,73__M_Right_thumb_finger.BMP,73__M_Right_middle_finger.BMP,1
3267,73__M_Right_thumb_finger.BMP,73__M_Left_little_finger.BMP,1
3268,73__M_Right_thumb_finger.BMP,73__M_Right_little_finger.BMP,1
3269,73__M_Right_thumb_finger.BMP,73__M_Left_index_finger.BMP,1
3270,73__M_Right_thumb_finger.BMP,73__M_Right_index_finger.BMP,1
3271,73__M_Left_middle_finger.BMP,73__M_Right_middle_finger.BMP,1
3272,73__M_Left_middle_finger.BMP,73__M_Left_little_finger.BMP,1
3273,73__M_Left_middle_finger.BMP,73__M_Right_little_finger.BMP,1
3274,73__M_Left_middle_finger.BMP,73__M_Left_index_finger.BMP,1
3275,73__M_Left_middle_finger.BMP,73__M_Right_index_finger.BMP,1
3276,73__M_Right_middle_finger.BMP,73__M_Left_little_finger.BMP,1
3277,73__M_Right_middle_finger.BMP,73__M_Right_little_finger.BMP,1
3278,73__M_Right_middle_finger.BMP,73__M_Left_index_finger.BMP,1
3279,73__M_Right_middle_finger.BMP,73__M_Right_index_finger.BMP,1
3280,73__M_Left_little_finger.BMP,73__M_Right_little_finger.BMP,1
3281,73__M_Left_little_finger.BMP,73__M_Left_index_finger.BMP,1
3282,73__M_Left_little_finger.BMP,73__M_Right_index_finger.BMP,1
3283,73__M_Right_little_finger.BMP,73__M_Left_index_finger.BMP,1
3284,73__M_Right_little_finger.BMP,73__M_Right_index_finger.BMP,1
3285,73__M_Left_index_finger.BMP,73__M_Right_index_finger.BMP,1
3286,74__M_Left_ring_finger.BMP,74__M_Right_ring_finger.BMP,1
3287,74__M_Left_ring_finger.BMP,74__M_Left_thumb_finger.BMP,1
3288,74__M_Left_ring_finger.BMP,74__M_Right_thumb_finger.BMP,1
3289,74__M_Left_ring_finger.BMP,74__M_Left_middle_finger.BMP,1
3290,74__M_Left_ring_finger.BMP,74__M_Right_middle_finger.BMP,1
3291,74__M_Left_ring_finger.BMP,74__M_Left_little_finger.BMP,1
3292,74__M_Left_ring_finger.BMP,74__M_Right_little_finger.BMP,1
3293,74__M_Left_ring_finger.BMP,74__M_Left_index_finger.BMP,1
3294,74__M_Left_ring_finger.BMP,74__M_Right_index_finger.BMP,1
3295,74__M_Right_ring_finger.BMP,74__M_Left_thumb_finger.BMP,1
3296,74__M_Right_ring_finger.BMP,74__M_Right_thumb_finger.BMP,1
3297,74__M_Right_ring_finger.BMP,74__M_Left_middle_finger.BMP,1
3298,74__M_Right_ring_finger.BMP,74__M_Right_middle_finger.BMP,1
3299,74__M_Right_ring_finger.BMP,74__M_Left_little_finger.BMP,1
3300,74__M_Right_ring_finger.BMP,74__M_Right_little_finger.BMP,1
3301,74__M_Right_ring_finger.BMP,74__M_Left_index_finger.BMP,1
3302,74__M_Right_ring_finger.BMP,74__M_Right_index_finger.BMP,1
3303,74__M_Left_thumb_finger.BMP,74__M_Right_thumb_finger.BMP,1
3304,74__M_Left_thumb_finger.BMP,74__M_Left_middle_finger.BMP,1
3305,74__M_Left_thumb_finger.BMP,74__M_Right_middle_finger.BMP,1
3306,74__M_Left_thumb_finger.BMP,74__M_Left_little_finger.BMP,1
3307,74__M_Left_thumb_finger.BMP,74__M_Right_little_finger.BMP,1
3308,74__M_Left_thumb_finger.BMP,74__M_Left_index_finger.BMP,1
3309,74__M_Left_thumb_finger.BMP,74__M_Right_index_finger.BMP,1
3310,74__M_Right_thumb_finger.BMP,74__M_Left_middle_finger.BMP,1
3311,74__M_Right_thumb_finger.BMP,74__M_Right_middle_finger.BMP,1
3312,74__M_Right_thumb_finger.BMP,74__M_Left_little_finger.BMP,1
3313,74__M_Right_thumb_finger.BMP,74__M_Right_little_finger.BMP,1
3314,74__M_Right_thumb_finger.BMP,74__M_Left_index_finger.BMP,1
3315,74__M_Right_thumb_finger.BMP,74__M_Right_index_finger.BMP,1
3316,74__M_Left_middle_finger.BMP,74__M_Right_middle_finger.BMP,1
3317,74__M_Left_middle_finger.BMP,74__M_Left_little_finger.BMP,1
3318,74__M_Left_middle_finger.BMP,74__M_Right_little_finger.BMP,1
3319,74__M_Left_middle_finger.BMP,74__M_Left_index_finger.BMP,1
3320,74__M_Left_middle_finger.BMP,74__M_Right_index_finger.BMP,1
3321,74__M_Right_middle_finger.BMP,74__M_Left_little_finger.BMP,1
3322,74__M_Right_middle_finger.BMP,74__M_Right_little_finger.BMP,1
3323,74__M_Right_middle_finger.BMP,74__M_Left_index_finger.BMP,1
3324,74__M_Right_middle_finger.BMP,74__M_Right_index_finger.BMP,1
3325,74__M_Left_little_finger.BMP,74__M_Right_little_finger.BMP,1
3326,74__M_Left_little_finger.BMP,74__M_Left_index_finger.BMP,1
3327,74__M_Left_little_finger.BMP,74__M_Right_index_finger.BMP,1
3328,74__M_Right_little_finger.BMP,74__M_Left_index_finger.BMP,1
3329,74__M_Right_little_finger.BMP,74__M_Right_index_finger.BMP,1
3330,74__M_Left_index_finger.BMP,74__M_Right_index_finger.BMP,1
3331,75__M_Left_ring_finger.BMP,75__M_Right_ring_finger.BMP,1
3332,75__M_Left_ring_finger.BMP,75__M_Left_thumb_finger.BMP,1
3333,75__M_Left_ring_finger.BMP,75__M_Right_thumb_finger.BMP,1
3334,75__M_Left_ring_finger.BMP,75__M_Left_middle_finger.BMP,1
3335,75__M_Left_ring_finger.BMP,75__M_Right_middle_finger.BMP,1
3336,75__M_Left_ring_finger.BMP,75__M_Left_little_finger.BMP,1
3337,75__M_Left_ring_finger.BMP,75__M_Right_little_finger.BMP,1
3338,75__M_Left_ring_finger.BMP,75__M_Left_index_finger.BMP,1
3339,75__M_Left_ring_finger.BMP,75__M_Right_index_finger.BMP,1
3340,75__M_Right_ring_finger.BMP,75__M_Left_thumb_finger.BMP,1
3341,75__M_Right_ring_finger.BMP,75__M_Right_thumb_finger.BMP,1
3342,75__M_Right_ring_finger.BMP,75__M_Left_middle_finger.BMP,1
3343,75__M_Right_ring_finger.BMP,75__M_Right_middle_finger.BMP,1
3344,75__M_Right_ring_finger.BMP,75__M_Left_little_finger.BMP,1
3345,75__M_Right_ring_finger.BMP,75__M_Right_little_finger.BMP,1
3346,75__M_Right_ring_finger.BMP,75__M_Left_index_finger.BMP,1
3347,75__M_Right_ring_finger.BMP,75__M_Right_index_finger.BMP,1
3348,75__M_Left_thumb_finger.BMP,75__M_Right_thumb_finger.BMP,1
3349,75__M_Left_thumb_finger.BMP,75__M_Left_middle_finger.BMP,1
3350,75__M_Left_thumb_finger.BMP,75__M_Right_middle_finger.BMP,1
3351,75__M_Left_thumb_finger.BMP,75__M_Left_little_finger.BMP,1
3352,75__M_Left_thumb_finger.BMP,75__M_Right_little_finger.BMP,1
3353,75__M_Left_thumb_finger.BMP,75__M_Left_index_finger.BMP,1
3354,75__M_Left_thumb_finger.BMP,75__M_Right_index_finger.BMP,1
3355,75__M_Right_thumb_finger.BMP,75__M_Left_middle_finger.BMP,1
3356,75__M_Right_thumb_finger.BMP,75__M_Right_middle_finger.BMP,1
3357,75__M_Right_thumb_finger.BMP,75__M_Left_little_finger.BMP,1
3358,75__M_Right_thumb_finger.BMP,75__M_Right_little_finger.BMP,1
3359,75__M_Right_thumb_finger.BMP,75__M_Left_index_finger.BMP,1
3360,75__M_Right_thumb_finger.BMP,75__M_Right_index_finger.BMP,1
3361,75__M_Left_middle_finger.BMP,75__M_Right_middle_finger.BMP,1
3362,75__M_Left_middle_finger.BMP,75__M_Left_little_finger.BMP,1
3363,75__M_Left_middle_finger.BMP,75__M_Right_little_finger.BMP,1
3364,75__M_Left_middle_finger.BMP,75__M_Left_index_finger.BMP,1
3365,75__M_Left_middle_finger.BMP,75__M_Right_index_finger.BMP,1
3366,75__M_Right_middle_finger.BMP,75__M_Left_little_finger.BMP,1
3367,75__M_Right_middle_finger.BMP,75__M_Right_little_finger.BMP,1
3368,75__M_Right_middle_finger.BMP,75__M_Left_index_finger.BMP,1
3369,75__M_Right_middle_finger.BMP,75__M_Right_index_finger.BMP,1
3370,75__M_Left_little_finger.BMP,75__M_Right_little_finger.BMP,1
3371,75__M_Left_little_finger.BMP,75__M_Left_index_finger.BMP,1
3372,75__M_Left_little_finger.BMP,75__M_Right_index_finger.BMP,1
3373,75__M_Right_little_finger.BMP,75__M_Left_index_finger.BMP,1
3374,75__M_Right_little_finger.BMP,75__M_Right_index_finger.BMP,1
3375,75__M_Left_index_finger.BMP,75__M_Right_index_finger.BMP,1
3376,76__M_Left_ring_finger.BMP,76__M_Right_ring_finger.BMP,1
3377,76__M_Left_ring_finger.BMP,76__M_Left_thumb_finger.BMP,1
3378,76__M_Left_ring_finger.BMP,76__M_Right_thumb_finger.BMP,1
3379,76__M_Left_ring_finger.BMP,76__M_Left_middle_finger.BMP,1
3380,76__M_Left_ring_finger.BMP,76__M_Right_middle_finger.BMP,1
3381,76__M_Left_ring_finger.BMP,76__M_Left_little_finger.BMP,1
3382,76__M_Left_ring_finger.BMP,76__M_Right_little_finger.BMP,1
3383,76__M_Left_ring_finger.BMP,76__M_Left_index_finger.BMP,1
3384,76__M_Left_ring_finger.BMP,76__M_Right_index_finger.BMP,1
3385,76__M_Right_ring_finger.BMP,76__M_Left_thumb_finger.BMP,1
3386,76__M_Right_ring_finger.BMP,76__M_Right_thumb_finger.BMP,1
3387,76__M_Right_ring_finger.BMP,76__M_Left_middle_finger.BMP,1
3388,76__M_Right_ring_finger.BMP,76__M_Right_middle_finger.BMP,1
3389,76__M_Right_ring_finger.BMP,76__M_Left_little_finger.BMP,1
3390,76__M_Right_ring_finger.BMP,76__M_Right_little_finger.BMP,1
3391,76__M_Right_ring_finger.BMP,76__M_Left_index_finger.BMP,1
3392,76__M_Right_ring_finger.BMP,76__M_Right_index_finger.BMP,1
3393,76__M_Left_thumb_finger.BMP,76__M_Right_thumb_finger.BMP,1
3394,76__M_Left_thumb_finger.BMP,76__M_Left_middle_finger.BMP,1
3395,76__M_Left_thumb_finger.BMP,76__M_Right_middle_finger.BMP,1
3396,76__M_Left_thumb_finger.BMP,76__M_Left_little_finger.BMP,1
3397,76__M_Left_thumb_finger.BMP,76__M_Right_little_finger.BMP,1
3398,76__M_Left_thumb_finger.BMP,76__M_Left_index_finger.BMP,1
3399,76__M_Left_thumb_finger.BMP,76__M_Right_index_finger.BMP,1
3400,76__M_Right_thumb_finger.BMP,76__M_Left_middle_finger.BMP,1
3401,76__M_Right_thumb_finger.BMP,76__M_Right_middle_finger.BMP,1
3402,76__M_Right_thumb_finger.BMP,76__M_Left_little_finger.BMP,1
3403,76__M_Right_thumb_finger.BMP,76__M_Right_little_finger.BMP,1
3404,76__M_Right_thumb_finger.BMP,76__M_Left_index_finger.BMP,1
3405,76__M_Right_thumb_finger.BMP,76__M_Right_index_finger.BMP,1
3406,76__M_Left_middle_finger.BMP,76__M_Right_middle_finger.BMP,1
3407,76__M_Left_middle_finger.BMP,76__M_Left_little_finger.BMP,1
3408,76__M_Left_middle_finger.BMP,76__M_Right_little_finger.BMP,1
3409,76__M_Left_middle_finger.BMP,76__M_Left_index_finger.BMP,1
